Participant,Practice,Block,Trial,Property,Ratio,Answer,size1Output,headPosition,headRotation,eyeStimuliAngle,TaskCompletionTime
5,false,3,0,Area,0.53,50,0.97,-0.009154916;1.027331;0.3625938,0.6399262;0.1769643;-0.1531327,0,48378.56
5,false,3,1,Area,0.08,3,0.9899999,0.07546812;1.079065;0.2901815,0.5662847;-0.1561113;0.05086999,0,13124.44
5,false,3,2,Area,0.43,40,0.97,-0.01613677;1.033015;0.3427496,0.6250086;0.2270092;-0.1111761,0,9729
5,false,3,3,Area,0.33,29,0.96,-0.06661332;1.052376;0.3198479,0.5933056;0.1862684;-0.006000604,0,8969.125
5,false,3,4,Area,0.78,90,1.02,-0.07192874;1.053384;0.3185145,0.605754;0.1965061;-0.01609593,0,15880.56
5,false,3,5,Area,0.23,10,0.98,-0.1012932;1.041014;0.3355958,0.6229621;0.182041;0.01412882,0,26687.63
5,false,3,6,Area,0.93,92,1.04,-0.002243757;1.017797;0.3584329,0.6715652;0.2902225;-0.1611771,0,10935.25
5,false,3,7,Area,0.63,77,0.96,0.01521373;1.014004;0.3868243,0.63124;0.2639959;-0.2107722,0,19748.38
5,false,3,8,Area,0.58,45,0.96,0.01341939;1.027911;0.3770683,0.5909775;0.378231;-0.2288516,0,29164
5,false,3,9,Area,0.18,14,0.9899999,0.005499959;1.031515;0.3934381,0.5934399;0.3602335;-0.1952142,0,12220.13
5,false,3,10,Area,0.38,27,1.02,0.006851673;1.026099;0.4041712,0.6045474;0.3408616;-0.2042,0,8645.25
5,false,3,11,Area,0.73,85,0.98,0.01312768;1.025708;0.3900343,0.5719457;0.3656549;-0.2459492,0,20239.5
5,false,3,12,Area,0.88,93,0.95,0.0549196;1.018441;0.3584948,0.5648513;0.35652;-0.3089819,0,28550
5,false,3,13,Area,0.13,8,0.95,-0.01290739;1.026343;0.3873644,0.6111531;0.3107079;-0.2011984,0,24551.5
5,false,3,14,Area,0.68,81,1.03,0.02423823;1.014446;0.3626036,0.6175838;0.321499;-0.2653817,0,10934.88
5,false,3,15,Area,0.83,92,0.9899999,-0.001536489;1.022812;0.4253211,0.5853657;0.3213592;-0.1597381,0,24584.88
5,false,3,16,Area,0.28,20,1.04,0.01652205;1.01306;0.3979653,0.6235491;0.3199823;-0.2155696,0,22853.88
5,false,3,17,Area,0.48,33,0.9899999,0.03467774;0.9916866;0.3957816,0.6296876;0.3418216;-0.2607439,0,15335.88
